product_id,verified_purchase,star_rating,helpful_votes,review_body
B000050FDE,1,3.0,1,1
B000052YD1,1,5.0,3,1
B00005351F,1,4.0,2,1
B00005JG0H,1,5.0,0,1
B00005JS5G,1,2.0,3,1
B00005O0MZ,424,4.09433962264151,942,424
B00006498N,1,4.0,0,1
B00006598X,1,5.0,1,1
B000065DJY,170,3.5470588235294116,352,170
B00006ANDK,1,5.0,2,1
B00006IV22,196,4.403061224489796,490,196
B00006IV46,1,1.0,15,1
B00009YJSJ,205,4.46829268292683,159,205
B0000AFUT3,2,4.5,1,2
B0000YUXI0,1,5.0,0,1
B0001209OO,1,3.0,0,1
B000142P12,1,5.0,4,1
B00014DZGQ,1,4.0,0,1
B00016KMIS,54,4.425925925925926,75,54
B0001B86HM,96,3.6354166666666665,458,96
B0001EL0UY,1,4.0,4,1
B0001ZWRUA,1,5.0,3,1
B00020QJEE,8,3.625,5,8
B00021DVCQ,1,3.0,19,1
B00025H6PA,1,1.0,0,1
B0002AAMYM,1,5.0,0,1
B0002G214U,191,3.507853403141361,692,191
B0002KHT8Y,1,5.0,4,1
B0002Z1JK8,1,4.0,2,1
B0002Z8Y5G,1,5.0,11,1
B0002ZS442,1,5.0,0,1
B00065AFFE,31,4.290322580645161,13,31
B000674Z9E,1,5.0,11,1
B0006B0W1A,1,5.0,1,1
B0006BDLAE,1,2.0,0,1
B0006GDATQ,1,5.0,0,1
B0006GE7VQ,1,2.0,4,1
B0006GUPD0,1,5.0,15,1
B00070E8IS,160,4.275,464,160
B0007CXY2C,1,4.0,0,1
B0007NZPY6,6,5.0,108,6
B0008ENT8I,138,3.739130434782609,94,138
B00092M2VO,175,4.1085714285714285,163,175
B00092M2VY,4,3.5,54,4
B00092M2X2,68,3.764705882352941,64,68
B00092M2XC,1,4.0,2,1
B00092M2XW,37,3.8378378378378377,54,37
B00092M38G,39,3.358974358974359,20,39
B00098198U,1,4.0,0,1
B0009EXM52,1,5.0,4,1
B0009I4J50,1,3.0,0,1
B0009LDIEU,8,3.375,15,8
B0009OAFUM,1,3.0,1,1
B0009OAHQY,1,5.0,0,1
B0009OMU0A,1,4.0,0,1
B0009PL4D8,33,4.666666666666667,47,33
B0009Q2OOK,1,5.0,16,1
B0009R5BXU,1,5.0,7,1
B0009RAX4W,1,4.0,14,1
B0009WY528,1,2.0,4,1
B0009XH6SC,1,5.0,0,1
B0009XH6TG,555,4.140540540540541,1215,555
B0009XH6UU,134,4.365671641791045,124,134
B0009XH6V4,207,4.280193236714976,786,207
B0009XH6VE,32,3.6875,20,32
B0009XH6VO,45,4.066666666666666,41,45
B0009XH6VY,18,3.9444444444444446,33,18
B0009XH6W8,39,4.0,32,39
B0009XH6WI,238,3.8739495798319328,239,238
B0009XH6WS,25,3.56,30,25
B0009XH6XC,23,3.739130434782609,20,23
B000A3I2X4,297,4.225589225589226,168,297
B000A3TBB6,36,3.9722222222222223,25,36
B000AAAVS6,1,5.0,66,1
B000ALCJR6,65,3.292307692307692,396,65
B000AQE7K8,1,5.0,0,1
B000BBGS40,21,2.9523809523809526,79,21
B000BBS636,79,4.025316455696203,62,79
B000BBS63G,37,4.243243243243243,26,37
B000BFJJ7E,49,2.795918367346939,141,49
B000BH1G3C,1,2.0,4,1
B000BIPKD8,1,5.0,0,1
B000BLNUPU,22,3.5,7,22
B000BRY5UI,1,1.0,7,1
B000BVB27S,1,5.0,19,1
B000BW51TC,1,5.0,1,1
B000BW5W50,1,5.0,0,1
B000BW8WM0,1,5.0,0,1
B000C1VZQU,1,4.0,0,1
B000C1Z1JM,1,5.0,2,1
B000C212QM,1,5.0,0,1
B000C233MI,1,5.0,10,1
B000E127KQ,1,5.0,0,1
B000E2ZONM,13,3.076923076923077,62,13
B000E7WHDM,1,4.0,0,1
B000E8PG98,102,3.843137254901961,121,102
B000EG8HLE,1,3.0,0,1
B000EGMBXY,1,4.0,16,1
B000EMBK30,1,1.0,12,1
B000EPHRO8,27,4.222222222222222,85,27
B000FELLWM,1,1.0,0,1
B000FG0WXO,1,4.0,3,1
B000FLJU1O,1,5.0,1,1
B000FS1W4U,110,3.9545454545454546,249,110
B000G62HRM,12,4.416666666666667,18,12
B000G666EW,19,4.526315789473684,18,19
B000G666HE,1,5.0,0,1
B000GCKDS6,1,5.0,0,1
B000GCLRF4,1,3.0,0,1
B000GCUPOS,1,5.0,0,1
B000GFCRGO,1,2.0,1,1
B000GG1944,1,5.0,3,1
B000GG29F2,1,5.0,7,1
B000GG2HOU,1,4.0,1,1
B000GI3TNQ,1,5.0,0,1
B000GLRREU,1,5.0,8,1
B000GW4B2K,1,4.0,0,1
B000GWF57U,23,4.695652173913044,61,23
B000H05X0K,1,5.0,1,1
B000H0XV3G,116,4.060344827586207,264,116
B000H3D9W6,1,1.0,1,1
B000H65W1E,1,4.0,1,1
B000H68J2S,1,5.0,0,1
B000HB069M,1,4.0,0,1
B000HG80HM,1,5.0,5,1
B000HHNBFW,1,5.0,5,1
B000HK1NK4,15,4.6,16,15
B000I0357M,1,5.0,0,1
B000I1S18Y,1,1.0,12,1
B000IDXYMA,2,3.5,2,2
B000IF3D38,49,4.1020408163265305,157,49
B000IG83VE,22,4.7727272727272725,84,22
B000J062N0,2,3.0,0,2
B000JGERAO,1,4.0,3,1
B000JLAVTU,1,5.0,0,1
B000K2I0W8,1,1.0,1,1
B000K7JLGM,118,3.4661016949152543,627,118
B000K9D0CQ,1,5.0,0,1
B000K9Y7L4,1,3.0,6,1
B000KFQTG4,1,3.0,0,1
B000KGIX44,1,3.0,4,1
B000LQB5YS,64,3.46875,598,64
B000M59702,1,3.0,5,1
B000M7YQOM,46,3.5434782608695654,129,46
B000M8YIHG,1,5.0,2,1
B000MAQWA0,1,3.0,5,1
B000N21L3K,2,3.5,3,2
B000N38EDE,1,5.0,6,1
B000N8F9M8,1,5.0,0,1
B000NOME16,1,5.0,0,1
B000NORFFG,1,5.0,4,1
B000NWOEN4,1,5.0,2,1
B000O1LKQI,1,5.0,1,1
B000O3BDHW,1,3.0,2,1
B000O3MHUO,1,5.0,3,1
B000O3NDPC,1,4.0,3,1
B000O6YK7E,1,5.0,3,1
B000O7JGUY,1,5.0,4,1
B000OBEDUS,1,4.0,1,1
B000ONHUQK,1,5.0,6,1
B000OV78J6,1,4.0,1,1
B000P1TYG0,1,5.0,3,1
B000P9BR8U,1,3.0,0,1
B000PDVEGG,1,2.0,1,1
B000PEJJ4Y,1,5.0,5,1
B000PHP86E,1,2.0,1,1
B000PHZBES,3,2.3333333333333335,2,3
B000PI3AD6,1,1.0,4,1
B000PLUZL8,1,4.0,12,1
B000PNTQW0,1,4.0,24,1
B000PXYAL2,1,1.0,0,1
B000Q6QU2A,1,5.0,30,1
B000Q6SU3C,1,4.0,0,1
B000QSDT9K,1,5.0,1,1
B000R2M7JI,1,1.0,0,1
B000R80ZTQ,321,4.183800623052959,470,321
B000R858R0,29,4.103448275862069,54,29
B000R87B1Q,1,5.0,2,1
B000R8Z5FK,1,5.0,0,1
B000RZLL38,145,4.179310344827586,110,145
B000RZRNVC,1,5.0,0,1
B000S8JB36,29,4.517241379310345,39,29
B000S92RF4,1,5.0,9,1
B000T63H6Y,1,3.0,7,1
B000T9ZCL4,1,5.0,1,1
B000TAE0RK,1,5.0,5,1
B000TARFB8,1,5.0,0,1
B000UD50JI,1,5.0,12,1
B000UK2W4C,1,5.0,0,1
B000UTXKMQ,1,4.0,2,1
B000V1YZMC,2,3.0,5,2
B000V3RZ8G,1,5.0,1,1
B000V3URNG,60,3.8333333333333335,100,60
B000V87HI4,6,4.833333333333333,6,6
B000VEJV9Q,1,5.0,2,1
B000VKV28S,1,5.0,1,1
B000VLJIVK,1,5.0,1,1
B000VUZW7U,1,5.0,2,1
B000VVT94G,1,5.0,0,1
B000VWQA9C,1,1.0,0,1
B000VWSE0A,1,5.0,0,1
B000W405SG,1,5.0,1,1
B000WEG4BI,1,1.0,0,1
B000WHXL98,1,5.0,4,1
B000WP0AI0,1,5.0,0,1
B000WUHM5E,1,5.0,3,1
B000X1MCW0,38,4.2368421052631575,152,38
B000X1MCYI,16,4.625,17,16
B000X2STQ2,1,5.0,0,1
B000X2UCJO,26,4.461538461538462,49,26
B000X300MC,20,4.05,18,20
B000XE6C3M,39,4.17948717948718,47,39
B000YBQNTM,1,4.0,6,1
B000YDMM2M,48,4.0625,95,48
B000YJ2SLG,1,5.0,8,1
B000ZBXYJ8,1,5.0,4,1
B000ZFCDAA,1,5.0,2,1
B000ZLVUYO,1,5.0,0,1
B0010GWZD8,1,5.0,6,1
B00116VG0K,1,3.0,2,1
B001183N8G,2,4.5,0,2
B0012BNVE8,1,5.0,0,1
B0012DL8B4,85,4.094117647058823,76,85
B0012HEGCI,16,3.3125,62,16
B0012R6HQQ,1,3.0,7,1
B0012S03EW,1,5.0,0,1
